081101  2- 0+ 1- 0+  0o 0+ 1o 1-    5o      3 0.0
081102  0o 0o 0+ 1o  2- 0+ 1o 2-    6o      3 0.1
081103  0o 0o 0+ 0o  0o 0o 0+ 1-    1+ Q3   1 0.0
081104  1o 0o 0o 0o  0o 0o 0+ 0+    2- Q0   1 0.0
081105  0+ 0+ 0+ 0+  0+ 0+ 0+ 0+    3- Q7   2 0.0
081106  0o 0o 0o 0o  0o 0o 1o 0+    1+ Q9   1 0.0
081107  0+ 2- 2o 2o  2+ 2o 2o 4+   17-     10 0.5
081108  4o 3+ 3- 3+  3- 2o 2+ 1+   22- D2* 14 0.8
081109  4o 3- 2+ 2+  1+ 1+ 2+ 3+   20- D3* 12 0.7
081110  1+ 2o 1- 1-  1o 1o 0o 0o    7-      3 0.1
081111  0o 1+ 0+ 1-  0o 0o 0o 0o    2+      1 0.0
081112  1o 0o 1o 1-  0+ 1- 0+ 1o    5o      3 0.0
081113  1- 0+ 0+ 0+  0o 0o 0o 0o    2- Q6   1 0.0
081114  0o 0o 0o 0o  0o 1- 0+ 0+    1+ Q4   1 0.0
081115  1+ 1+ 0o 0o  0o 1- 2o 3-    8o      4 0.1
081116  4- 4- 2o 2-  2- 1o 2o 2o   18- D5* 10 0.6
081117  2+ 2- 1o 0o  0o 0o 1- 0+    6o      3 0.1
081118  0+ 0o 0o 0o  0+ 0o 1- 0o    1+ Q5   1 0.0
081119  0o 0+ 0o 0o  0o 1- 1- 0o    2- Q8   1 0.0
081120  0o 1o 0o 0o  0+ 0o 1- 1o    3o      2 0.0
081121  0+ 0o 0o 0o  0o 0o 0+ 0o    1- Q2   0 0.0
081122  0o 0o 0o 0o  0o 0o 0+ 0o    0+ Q1   0 0.0
081123  2- 2- 1o 0+  0o 0o 0+ 0o    5o      2 0.0
081124  0o 0o 0o 0o  0o 0o 0o 3o    3o      2 0.0
081125  4- 3+ 4- 2+  2+ 2+ 3- 2+   23- D1* 14 0.8
081126  4- 4- 3- 1+  1+ 2- 2o 3-   19o D4* 11 0.7
081127  3+ 2+ 1+ 2-  2- 1+ 3- 3-   17o      9 0.5
081128  1+ 2+ 1- 0+  0+ 1o 1+ 3-   10o      5 0.2
081129  1- 1o 1+ 1o  0+ 0+ 0+ 1o    6o      3 0.1
081130  1- 0o 0+ 0o  0+ 1o 0+ 0o    3-      2 0.0
0811                                  Mean  4 0.18

0811 Q 22  21   3  14  18  13   5  19   6   4 
0811 D 25*  8*  9* 26* 16*
