990201  0o 0o 0o 0+  0o 0o 0o 0o    0+ Q1   0 0.0
990202  0o 0+ 0o 0o  0o 0o 0+ 1o    2- Q2   1 0.0
990203  1+ 0+ 1o 1o  2o 2- 2- 2+   11+ Q9   5 0.2
990204  1o 2o 1o 2o  3- 3o 3o 2o   17-      9 0.5
990205  3- 2o 1o 2o  3- 3- 3o 2o   18o     10 0.5
990206  2- 3o 3- 3-  2+ 4- 3o 2o   21o     12 0.7
990207  2o 3- 3o 3+  3- 3+ 2- 3o   22-     13 0.7
990208  2o 2o 1+ 2-  2o 1o 2- 1-   12+      6 0.3
990209  2- 1+ 1- 0o  0+ 1- 1- 1-    6o Q4   3 0.1
990210  1o 1o 2o 0+  1- 2- 2+ 2+   11+ Q0   6 0.2
990211  4- 3- 3o 3o  4o 4o 4o 3o   27+ D4  20 1.0
990212  4- 4- 4+ 4o  3+ 4+ 4o 2+   30- D3  24 1.1
990213  2o 3- 3- 2o  1o 1o 2o 2o   15+      8 0.4
990214  1- 0+ 2- 2o  3o 3o 2- 2o   14+      8 0.4
990215  4o 4- 3- 3o  3o 2+ 3- 2o   23+     15 0.8
990216  2o 1- 1o 2-  1o 0+ 0+ 1-    8- Q6   4 0.1
990217  1- 3- 4- 5o  4o 2o 2- 2+   22o D5* 17 0.9
990218  5- 6o 7- 7-  7- 5+ 6o 5o   47o D1  80 1.8
990219  6- 5+ 5o 4+  5+ 4o 4- 3-   36o D2  40 1.4
990220  0+ 0o 0+ 0o  1- 1o 2+ 1+    6o Q5   3 0.1
990221  0o 1- 0+ 0+  0+ 1o 1+ 3-    7- Q8   4 0.1
990222  2+ 1+ 2o 1+  1- 0+ 2o 2+   12+      6 0.3
990223  2- 2+ 3o 2-  2+ 3+ 1+ 0+   16o      9 0.5
990224  1- 2- 2o 3o  3+ 3o 2o 1o   17-      9 0.5
990225  1- 4- 1o 2-  1- 2+ 1o 0o   11o      6 0.3
990226  0o 0+ 0o 0o  1o 1- 0o 0o    2o Q3   1 0.0
990227  1o 0+ 2- 2-  1o 1- 1o 1o    8+ Q7   4 0.1
990228  0o 1- 2o 1o  3- 4o 4o 5+   20-     17 0.9
9902                                  Mean 12 0.50

9902 Q  1   2  26   9  20  16  27  21   3  10 
9902 D 18  19  12  11  17*
