960701  2- 1- 0o 0+  1+ 1o 3+ 3o   11+      7 0.3
960702  3- 2- 1- 1o  1- 1+ 2- 3-   12+      6 0.3
960703  3+ 3+ 2o 2+  2o 2- 2- 2-   18o D4* 10 0.5
960704  3o 3+ 2+ 1o  1o 1+ 2o 1o   15o      8 0.4
960705  3o 4- 2o 3-  2o 2- 1+ 0+   17- D5* 10 0.5
960706  1- 1+ 1o 2-  1+ 2- 1+ 1-   10- Q8   5 0.2
960707  2o 2+ 3- 1o  3- 2+ 2- 0+   15o      8 0.4
960708  2- 2- 3+ 2o  3o 3o 2- 2+   19- D2* 10 0.6
960709  2- 1o 1- 1o  1o 0+ 0+ 0+    6+ Q2   3 0.1
960710  0o 1- 1- 1-  0+ 1- 1- 0+    4o Q1   2 0.0
960711  0+ 1- 1o 0+  2- 1o 1- 1+    7o Q4   4 0.1
960712  1+ 2+ 3- 2o  2- 1+ 2+ 3-   16+      8 0.4
960713  2o 1+ 1o 1o  3o 2- 1+ 2o   13+      7 0.3
960714  1+ 2- 2- 1o  1o 1- 2- 3o   12o      6 0.3
960715  2- 1+ 1o 1+  2+ 3+ 3- 2o   16-      8 0.4
960716  1- 2- 1- 2-  2- 1+ 1o 2o   11- Q0   5 0.2
960717  3- 3o 2- 2-  3- 2o 1+ 1+   16+      8 0.5
960718  2- 1o 2o 1o  1o 2+ 1o 1+   11+      5 0.2
960719  2- 1+ 1o 1o  2- 1o 1- 1+   10- Q7   5 0.2
960720  3- 2+ 2- 2+  3- 2o 2o 1+   17o      8 0.5
960721  2- 2- 1o 2-  2- 2+ 3- 2-   14+      7 0.3
960722  2o 2- 1+ 1-  1+ 1+ 3- 2-   13-      6 0.3
960723  2- 2o 1o 1o  1o 2- 1+ 1-   10+ Q9   5 0.2
960724  0+ 1o 1o 1o  1- 1o 1- 2o    8- Q5   4 0.1
960725  1+ 1o 1o 2-  1+ 2o 2+ 2-   12+      6 0.3
960726  2- 2- 1+ 1-  1o 1o 2- 2o   11o      5 0.2
960727  1- 1+ 1o 1+  1o 1o 0+ 0o    7- Q3   3 0.1
960728  1+ 1- 0o 1-  3- 4- 4+ 2+   16- D3* 11 0.6
960729  1o 2- 2- 1+  1+ 1+ 0+ 1-    9+ Q6   4 0.2
960730  2o 3- 2+ 1+  1+ 0+ 2+ 2o   14+      7 0.4
960731  4- 2- 2- 4o  4- 3+ 2o 3o   23o D1* 15 0.9
9607                                  Mean  7 0.32
