160601  2- 1o 1o 1-  1+ 1+ 2o 1+   10+ Q9   5 0.2
160602  0+ 1o 0+ 1-  1- 0+ 0+ 1-    4+ Q2   3 0.0
160603  1o 0+ 0+ 0+  0o 0+ 0+ 1-    3+ Q1   2 0.0
160604  1- 0+ 0+ 0+  0+ 1- 1+ 1+    5+ Q4   3 0.1
160605  1+ 2o 2o 4-  5+ 5- 5+ 5-   29o D1  29 1.3
160606  4+ 5+ 4- 4o  4- 2o 3o 2-   28- D2  23 1.1
160607  2- 1+ 1- 2+  2o 2o 3o 3o   16o      8 0.5
160608  2o 2o 1- 2o  2- 2- 0+ 0+   11- Q0   5 0.2
160609  2o 1- 0+ 0+  1o 1- 1- 0+    6o Q6   3 0.1
160610  0+ 1o 0+ 1-  1+ 1+ 3+ 2+   11-      6 0.3
160611  3o 1+ 2- 1+  2o 2o 2o 3+   17-      9 0.5
160612  1+ 2- 2+ 2-  3- 3o 4- 2o   18+     10 0.6
160613  3- 4- 1+ 2-  2o 1o 2- 1-   15-      8 0.4
160614  3- 2- 1+ 2-  2o 3- 6+ 4o   22+ D3  21 1.1
160615  4+ 2o 2+ 3o  3- 2+ 1o 1-   18+ D5* 11 0.7
160616  2- 1+ 1+ 2o  2+ 2o 1+ 1+   13+      6 0.3
160617  1+ 2- 2- 2o  3- 2+ 2+ 1-   15-      7 0.4
160618  2- 2+ 2+ 2+  2+ 1+ 2- 2-   16-      7 0.4
160619  2- 2- 2o 1-  1o 1+ 1- 0o    9o Q8   4 0.1
160620  1o 1o 1+ 0+  1- 1- 1o 1o    7o Q5   4 0.1
160621  1- 1- 0+ 1-  1o 1- 1- 0+    5o Q3   3 0.1
160622  1- 1o 1- 1+  2- 3+ 5- 3+   17-     12 0.7
160623  2- 3o 1- 1-  1o 3+ 3- 4-   17-     10 0.6
160624  3+ 4- 3o 2-  2+ 2+ 2- 3o   21o D4* 12 0.7
160625  3- 2o 2- 1-  1o 1o 2o 3-   14-      7 0.3
160626  2- 1+ 2- 1+  2o 3o 3o 4-   18-     10 0.6
160627  3o 2+ 3- 1o  1o 1o 1+ 2o   14+      8 0.4
160628  2+ 2- 1+ 1+  2o 1+ 1o 0+   11+      5 0.2
160629  2- 1o 1o 1-  1- 1o 2- 1-    8+ Q7   4 0.1
160630  0+ 1- 0+ 1-  0+ 2o 3o 3-   10o      6 0.3
1606                                  Mean  8 0.41

1606 Q  3   2  21   4  20   9  29  19   1   8 
1606 D  5   6  14  24* 15*
