960101  1o 0o 0+ 1+  1+ 1o 3- 2o   10- Q8   5 0.2
960102  2- 0o 1- 1o  1o 3- 2+ 4-   13o      8 0.4
960103  4- 1o 2o 2o  3- 2- 1- 1+   15o      8 0.4
960104  1o 1- 1o 2-  2+ 2- 1- 1+   10+ Q7   5 0.2
960105  2+ 2o 2+ 2o  2o 2o 2o 3-   17+      8 0.4
960106  3- 3- 1o 1-  1+ 2- 1+ 1+   13- Q0K  6 0.3
960107  1- 1o 1o 1-  0+ 1- 2o 2+    9- Q5   4 0.2
960108  2- 1- 1o 1-  0+ 1o 1o 0+    7- Q2   4 0.1
960109  1- 0+ 0o 1-  1+ 1- 1- 1o    5+ Q1   3 0.1
960110  2- 0+ 0+ 0+  1- 1- 2- 2o    8- Q3   4 0.1
960111  1- 0+ 1o 1-  1o 1- 2o 2o    8+ Q4   4 0.1
960112  2- 1- 1o 2-  1o 2- 1+ 4+   13+      8 0.4
960113  3+ 5o 5o 4+  4o 5- 2+ 3-   31+ D1  29 1.3
960114  3- 1+ 2+ 5o  4+ 3+ 4- 5+   28o D2  25 1.2
960115  5- 3o 2o 2+  3+ 3- 2o 3+   23+ D4* 16 0.9
960116  3+ 2o 2o 2-  1+ 2o 2+ 2o   17-      8 0.4
960117  2+ 3o 2o 1+  2- 2+ 4o 3o   20-     12 0.7
960118  2+ 3+ 2+ 2-  1+ 3- 3- 1+   18-     10 0.5
960119  1- 1o 2+ 2-  2- 3- 3- 4+   17o     10 0.6
960120  3- 2o 4o 3+  3- 3- 1o 1-   19o D5* 12 0.7
960121  1+ 1+ 3- 2o  1o 2o 2o 3-   15o      7 0.4
960122  2+ 1o 1- 1-  2o 2+ 2o 2o   13o      6 0.3
960123  3- 1o 1- 2-  1+ 1- 1o 0+    9+ Q6   5 0.2
960124  0+ 1o 0+ 1-  1o 3o 3- 2+   11+      6 0.3
960125  2- 2- 1o 1o  1- 1o 2o 2+   11+ Q9   5 0.2
960126  3+ 2+ 2- 1o  1o 3- 2+ 1+   16-      8 0.5
960127  2+ 2o 1- 2o  2o 2- 2o 3-   15+      7 0.4
960128  2- 2+ 2+ 1-  0+ 1o 3+ 3+   15o      9 0.5
960129  4- 3+ 4+ 4-  3- 3+ 4- 2+   27o D3* 19 1.0
960130  3- 3o 1- 1-  1+ 2- 1+ 3+   15-      8 0.5
960131  3+ 2+ 2+ 2o  2+ 2- 2+ 2+   19-     10 0.5
9601                                  Mean  9 0.45
