071201  3o 0+ 1- 1o  0o 0o 0o 0+    5+      3 0.1
071202  0o 1o 1- 1-  0o 0o 0+ 1-    3+ Q7   2 0.0
071203  0o 0+ 0o 0o  0+ 0o 0+ 0o    1o Q1   1 0.0
071204  0+ 0o 0o 0+  0+ 0o 0+ 0+    2- Q3   1 0.0
071205  2o 0+ 1o 0+  0+ 1- 0o 0o    5-      2 0.0
071206  0o 1+ 1- 0+  1+ 0+ 1- 1-    5+ Q0   3 0.1
071207  1- 1o 0o 0o  0o 0o 0+ 0o    2o Q5   1 0.0
071208  0o 0o 0o 0o  0o 0o 0o 1-    1- Q2   0 0.0
071209  1o 1- 0o 0o  1- 1+ 2o 1o    7-      3 0.1
071210  0o 2- 1+ 2-  2o 2o 2o 4+   15o      9 0.5
071211  3+ 3o 3- 3-  3o 3+ 4- 3+   25o D3* 16 0.9
071212  3- 3o 3+ 3o  1+ 1- 1o 3-   18-     10 0.6
071213  2+ 3- 1o 1o  1o 1o 2o 0o   11o      6 0.2
071214  1- 2- 1- 2o  1- 1o 1+ 0+    8+      4 0.1
071215  0+ 0+ 0+ 1o  0+ 1o 0+ 0+    4o Q9   2 0.0
071216  1- 1- 0+ 0o  0o 1- 0+ 2+    5o      3 0.0
071217  2+ 3- 4- 4o  4o 4- 2+ 3+   26o D2* 18 1.0
071218  4- 4- 4- 4-  4- 3+ 3+ 4o   29o D1  22 1.1
071219  3- 3+ 2+ 2+  2+ 2- 2+ 2+   19+     10 0.6
071220  3o 3o 2+ 2o  3- 4o 3+ 3-   23o D4* 14 0.8
071221  3+ 3+ 3o 2o  3- 3+ 3o 1+   22o D5* 14 0.8
071222  2- 2+ 1+ 1+  2+ 2+ 3+ 2+   17o      9 0.5
071223  2+ 2+ 2+ 2o  2o 2o 1- 2+   16o      8 0.4
071224  0+ 1o 1o 1-  0+ 0+ 1o 1+    6o      3 0.1
071225  0+ 0o 1- 0o  1- 0+ 0o 0o    2o Q4   1 0.0
071226  1- 0o 0+ 0+  1- 1- 0o 1-    3+ Q6   2 0.0
071227  1- 2- 1+ 1o  1o 1- 2- 2o   10o      5 0.2
071228  3o 2+ 0+ 0+  0+ 0+ 1- 0o    7+      4 0.2
071229  0o 0o 0o 1-  0+ 0o 0+ 1+    3- Q8   2 0.0
071230  2- 2- 0+ 1o  1o 1+ 1- 0+    8o      4 0.1
071231  0+ 1- 1- 1o  1+ 1+ 3- 2o   10o      5 0.2
0712                                  Mean  6 0.28

0712 Q  3   8   4  25   7  26   2  29  15   6 
0712 D 18  17* 11* 20* 21*
