120301  0+ 3o 4- 4-  3o 3- 4o 4-   24o     17 0.9
120302  3o 3o 3- 2-  3- 2o 2o 2o   19o     10 0.6
120303  2+ 2+ 2+ 2o  1- 3- 1o 2o   15+ Q9A  8 0.4
120304  4- 3o 3o 2+  2+ 2- 3o 2-   21-     12 0.7
120305  3- 2o 2o 2+  1+ 2- 3- 3+   18o     10 0.5
120306  3o 2o 3- 1-  3- 2o 2o 3-   18-      9 0.5
120307  4- 5- 6o 6-  5+ 5+ 5- 4o   39+ D2  48 1.6
120308  2o 1o 2- 5o  5- 5- 4o 4o   27o     25 1.2
120309  5- 6+ 8o 7+  7- 6- 3o 2+   44o D1  87 1.8
120310  5- 5- 3+ 3-  2o 3o 3+ 1+   25o     19 1.0
120311  2o 2- 1o 2-  2+ 3- 3o 3+   18-     10 0.5
120312  3o 2- 2+ 6+  6o 4- 3+ 3o   29+ D4  32 1.3
120313  4- 3+ 1+ 1+  2o 2- 2o 2-   17o     10 0.5
120314  3- 2o 1o 1o  2o 3o 2o 2+   16o      8 0.4
120315  4- 3- 2o 2o  5- 6+ 5o 5+   32- D3  36 1.4
120316  4+ 3+ 3o 4+  3+ 5o 4o 4-   31o D5  26 1.2
120317  4o 4o 4- 3-  3- 4+ 4+ 5o   31-     26 1.2
120318  4o 4- 2+ 2+  2- 2- 2+ 3o   21o     13 0.7
120319  2o 4- 2o 2-  2+ 1+ 2+ 3-   18o     10 0.5
120320  1+ 1- 1o 1+  1- 1o 2o 2o   10o Q5   5 0.2
120321  1+ 1- 1o 1o  2- 1o 2+ 2-   11- Q7   5 0.2
120322  1- 2- 0+ 0+  0+ 0+ 3- 4o   10+ Q0A  7 0.4
120323  3o 1- 1+ 1o  1- 2- 1o 0o    9+ Q8K  5 0.2
120324  1+ 3o 4+ 3-  2o 2o 2- 2o   19o     11 0.7
120325  2- 1- 2- 1+  2- 1- 0o 0o    8- Q3   4 0.1
120326  1- 1+ 1o 1o  1- 1- 0+ 1o    7- Q1   4 0.1
120327  2o 3- 2- 3-  3o 3o 3+ 5o   23+     17 0.9
120328  5- 4+ 3- 2-  2+ 1+ 2+ 1+   21-     15 0.8
120329  0o 0o 0o 0o  1+ 1- 1+ 2+    6- Q2   3 0.0
120330  3- 2o 1+ 1-  1o 1- 0o 0+    9- Q6   4 0.2
120331  0+ 0+ 0+ 1-  2- 2o 2+ 0+    8o Q4   4 0.1
1203                                  Mean 16 0.67

1203 Q 26  29  25  31  20  30  21  23K  3A 22A
1203 D  9   7  15  12  16 
