040201  2+ 3+ 2+ 1+  2+ 2- 2+ 3o   19-     10 0.6
040202  2- 2- 4+ 4-  3+ 4o 2+ 4-   25-     18 1.0
040203  4+ 4- 4o 3o  3+ 4- 3o 3-   28-     20 1.0
040204  4o 2o 3+ 3o  3- 3- 3- 3+   24-     15 0.9
040205  3+ 3o 3o 3o  2- 2o 2+ 3-   21o     12 0.7
040206  2- 4o 5- 4+  3o 4- 4- 2o   27o     21 1.1
040207  2o 2o 3- 2o  2+ 1- 2- 1+   15- Q0A  7 0.4
040208  0o 0+ 1- 1-  1- 1o 1+ 3-    7+ Q3   4 0.1
040209  1+ 0o 2- 1o  3- 2o 3- 2o   13+ Q9A  7 0.3
040210  2o 1+ 1+ 2o  2- 2+ 1- 2-   13o Q5   6 0.3
040211  2o 1- 1o 3o  5- 6+ 5o 3-   25+ D5  28 1.2
040212  3+ 4o 5o 4+  4- 4+ 5- 3+   33- D1  30 1.3
040213  4+ 4+ 3+ 4-  4- 4- 4- 4o   31- D3  25 1.2
040214  4- 3o 3- 3+  4- 4o 4- 4-   28-     20 1.0
040215  4o 5- 4o 5-  2o 4- 3- 3o   29- D4  24 1.1
040216  4- 1+ 1- 2o  1o 1- 1+ 1o   12- Q7A  7 0.3
040217  1+ 2- 0+ 1-  0+ 1o 1+ 2-    8+ Q2   4 0.1
040218  2+ 2- 1o 1-  1+ 3o 3- 2+   15o      8 0.4
040219  3o 2+ 2- 1+  0+ 1o 2o 3-   14+      8 0.4
040220  1+ 2- 0+ 0+  1- 2- 2o 1o    9o Q4   4 0.2
040221  2+ 1+ 0+ 1+  3- 2- 2o 2o   14- Q8A  7 0.3
040222  2o 1- 1o 2o  3o 2o 3- 3-   16o      8 0.5
040223  2+ 2+ 2- 2+  2+ 2+ 2+ 3-   18+      9 0.5
040224  3+ 3- 2+ 2o  2o 2+ 3- 3o   20+     11 0.6
040225  2+ 2- 1o 2-  2- 0+ 2- 2+   13- Q6   6 0.3
040226  2- 1+ 0+ 0+  1o 0o 0+ 1-    6- Q1   3 0.1
040227  1o 4- 2- 2+  2- 1+ 4o 3+   19o     12 0.7
040228  2- 3+ 4o 3+  3o 3+ 4- 4o   26+     19 1.0
040229  2o 3+ 3- 5+  4+ 3o 4- 4+   29- D2  24 1.2
0402                                  Mean 13 0.65

0402 Q 26  17   8  20  10  25  16A 21A  9A  7A
0402 D 12  29  13  15  11 
