120401  1+ 2- 1o 2-  1+ 2o 2- 2o   13-      6 0.3
120402  3+ 3o 2- 1+  2+ 2- 2- 2-   17-      9 0.5
120403  2o 2o 1- 0+  1- 1- 2- 2o   10o Q9   5 0.2
120404  2o 2+ 0+ 0+  1+ 2o 2- 3o   13o      7 0.3
120405  3o 3+ 4o 4o  3- 3+ 2- 2o   24o D5* 16 0.9
120406  1o 1- 0+ 0o  0o 0+ 0+ 2o    5- Q2   2 0.0
120407  3- 3+ 2+ 3+  2+ 1- 0+ 2o   17o     10 0.5
120408  2+ 1+ 1o 1o  1o 1- 1- 0+    8+ Q4   4 0.1
120409  1- 1- 0o 0+  0+ 0+ 2- 2o    6o Q3   3 0.1
120410  3+ 2o 1o 1o  1o 1+ 1+ 2o   13o      7 0.3
120411  1o 1o 2o 1+  1+ 0+ 0+ 2o    9+ Q8   4 0.2
120412  1- 4- 2+ 2-  2- 3o 5- 4-   21+     15 0.9
120413  5- 5o 4- 3o  2- 3- 2o 3-   25+ D4  20 1.0
120414  3+ 4- 2o 1+  2o 2o 2+ 1-   17+     10 0.5
120415  1o 2- 1o 1o  1+ 1o 2o 1o   10o Q7   5 0.2
120416  1+ 1+ 0+ 0+  1+ 1+ 1+ 2-    9o Q5   4 0.2
120417  1+ 0+ 2+ 2+  2+ 2+ 3+ 2+   17-      9 0.5
120418  3+ 3- 3- 1+  2- 1+ 1o 1+   15+      8 0.5
120419  1o 1o 0+ 0+  0+ 0+ 3- 3-    9- Q0K  5 0.2
120420  1o 3+ 3+ 2-  1+ 1o 1- 1o   13+      8 0.4
120421  1+ 0+ 0+ 1o  0+ 2- 3+ 4-   12o      8 0.4
120422  3+ 3- 2- 3-  2o 1o 1- 1o   15o      8 0.4
120423  2- 4o 3+ 1o  2+ 4+ 5o 6-   27+ D3  26 1.2
120424  7- 6- 5- 2o  3- 3- 4+ 5o   34- D1  41 1.5
120425  4+ 3+ 4- 4o  3o 4o 5+ 4-   31+ D2  27 1.2
120426  4+ 5- 2+ 2-  3- 1+ 3- 2+   22o     16 0.9
120427  3o 2+ 2o 1-  2- 1+ 2- 2+   15o      8 0.4
120428  1+ 1- 1- 2o  1o 2o 2o 2+   12o      6 0.3
120429  2+ 2o 1- 1-  1- 0+ 1o 0+    8o Q6   4 0.1
120430  0+ 1- 1- 1-  0o 0o 0+ 1-    3+ Q1   2 0.0
1204                                  Mean 10 0.47

1204 Q 30   6   9   8  16  29  15  11   3  19K
1204 D 24  25  23  13   5*
