090701  1- 1+ 1o 1-  0+ 0+ 0+ 0+    5o Q9   3 0.1
090702  0+ 1- 1- 0+  0+ 0+ 0+ 0o    3o Q4   2 0.0
090703  0+ 1- 0+ 1o  1- 1- 1- 1+    6-      3 0.1
090704  1o 1- 0+ 0+  1- 1o 1- 1o    6- Q0   3 0.1
090705  2o 2o 0+ 0+  0+ 1o 2o 2-   10-      5 0.2
090706  1+ 2- 1- 0+  0+ 0+ 1- 1o    6+      3 0.1
090707  1- 1- 0+ 1o  1- 2- 1+ 1-    7o      4 0.1
090708  1o 0+ 2- 1+  1o 1o 1- 1-    8-      4 0.1
090709  1+ 1- 1+ 1o  0+ 2- 3- 2+   11+      6 0.3
090710  2+ 3o 1+ 1+  2- 2- 1- 1+   13+ D5*  7 0.3
090711  1o 1+ 1+ 0+  1- 0+ 0+ 1o    6+      3 0.1
090712  1- 1- 1o 1-  1o 0+ 0+ 1o    6-      3 0.1
090713  1- 1- 0+ 1o  3- 3+ 2+ 3o   14o D3*  8 0.4
090714  4- 2+ 2- 1+  2o 1o 1- 1+   14o D2*  8 0.4
090715  1o 2- 1+ 1o  1o 1o 0+ 0+    8-      4 0.1
090716  1- 0+ 1o 0+  0+ 0o 0+ 0+    3+ Q6   2 0.0
090717  0o 0+ 0o 0+  0o 0+ 0o 0o    1o Q1   1 0.0
090718  0o 1- 0+ 0+  1- 0o 0+ 0o    2+ Q3   2 0.0
090719  0o 0+ 0+ 0+  0+ 0o 0o 0o    1+ Q2   1 0.0
090720  0+ 1+ 1+ 2o  2- 2+ 0+ 0o    9+      4 0.2
090721  1- 1o 1- 1o  1- 1o 1o 1o    7o      4 0.1
090722  3o 6- 5o 4+  2- 2- 2+ 1+   25o D1  24 1.1
090723  1+ 1+ 2o 2-  2- 2+ 2+ 2o   15- D4*  7 0.3
090724  2o 1o 2o 1+  1+ 2o 1- 1o   11+      5 0.2
090725  2o 2o 0+ 1o  1o 0+ 1- 1+    9-      4 0.1
090726  1- 0+ 1- 0+  1- 0+ 0+ 0o    3+ Q5   2 0.0
090727  1- 1- 1- 0+  1o 1- 1- 1-    5+ Q8   3 0.1
090728  1o 1+ 1o 1o  1- 1o 0o 1-    7-      3 0.1
090729  1- 1o 0+ 1-  1- 0+ 0o 0o    4- Q7   2 0.0
090730  0+ 0o 0o 1+  1o 2o 1+ 0+    6+      3 0.1
090731  0o 1- 2+ 2-  1+ 1o 1- 1-    8+      4 0.1
0907                                  Mean  4 0.16

0907 Q 17  19  18   2  26  16  29  27   1   4 
0907 D 22  14* 13* 23* 10*
