980701  1- 0+ 0+ 1o  1- 2o 2+ 3-   10o      5 0.2
980702  3+ 2- 2+ 1+  2- 1o 1+ 2o   15-      8 0.4
980703  3+ 2o 1o 1o  2o 1o 2+ 3-   15+      8 0.4
980704  2+ 3- 2+ 1+  2- 2o 3+ 3-   18+     10 0.5
980705  4o 3o 2o 3o  3- 3o 4o 2+   24o     16 0.9
980706  3o 4o 4- 3o  5o 3- 2- 1+   24+ D5* 19 1.0
980707  2o 2- 1+ 2-  2o 1- 0+ 0o   10- Q0   4 0.2
980708  0+ 2- 1- 0+  0+ 1- 1o 1-    6- Q2   3 0.1
980709  0+ 0+ 1+ 1o  3- 4+ 4+ 4+   19-     15 0.9
980710  3- 1o 0+ 1-  0+ 1o 1o 2o    9o Q9   5 0.2
980711  2+ 2o 2- 1o  2+ 3+ 4o 2+   19o     11 0.6
980712  1+ 1+ 3o 2-  1o 1- 1- 2-   11+      6 0.3
980713  1- 1- 0+ 0+  1- 1o 2+ 2+    8+ Q8   4 0.2
980714  0+ 0o 0+ 0+  1o 0+ 1- 0o    3o Q1   2 0.0
980715  0+ 0+ 0+ 0o  0+ 1- 0+ 3-    5o Q5   3 0.1
980716  3+ 6o 4+ 5-  4+ 5o 4o 4-   35+ D2  37 1.4
980717  3- 2- 3- 2-  2+ 2- 1o 0+   14o      7 0.4
980718  1+ 1- 0+ 1+  2- 2- 1+ 3-   11o      6 0.2
980719  1o 1+ 2o 1+  1o 1- 0+ 1+    9o Q6   4 0.2
980720  2o 1o 1- 0o  0+ 0+ 1- 1+    6+ Q4   3 0.1
980721  1o 4- 3+ 3-  2+ 1+ 2- 1o   17o     10 0.6
980722  1+ 1o 1- 1+  3o 3+ 2o 4o   17-     10 0.6
980723  3+ 5+ 5o 5-  5o 5o 4o 4+   37- D1  40 1.4
980724  4o 4- 3+ 5o  4- 5- 4o 3+   32- D4  28 1.2
980725  2+ 3+ 3+ 2+  1+ 3o 2- 2-   19o     11 0.6
980726  2o 2o 1o 1o  1+ 1o 0+ 1-    9+ Q7   4 0.2
980727  0+ 1o 0+ 2-  1o 1- 1- 1o    7- Q3   4 0.1
980728  0+ 1- 0+ 1-  2o 1+ 2o 3-   10o      5 0.2
980729  2o 3- 2o 1+  2- 2- 1o 1+   14-      6 0.3
980730  2- 1+ 0+ 1o  1+ 2o 3- 5o   15+     11 0.6
980731  4- 3o 5- 4-  4+ 5- 5o 3+   32+ D3  29 1.3
9807                                  Mean 11 0.50

9807 Q 14   8  27  20  15  19  26  13  10   7 
9807 D 23  16  31  24   6*
