131101  2+ 2o 1o 1+  1+ 1- 1o 0+   10o      5 0.2
131102  1+ 1+ 0o 1-  0+ 1- 0o 2-    6o      3 0.1
131103  3- 3- 3- 1o  0+ 0o 2+ 2-   13+      7 0.4
131104  0o 1+ 2- 2-  1o 2+ 1+ 1o   10+      5 0.2
131105  2- 1- 1o 1+  0+ 1- 0+ 1+    7+      4 0.1
131106  0+ 0o 1o 1o  0+ 1o 2- 2o    7+      4 0.1
131107  2- 3+ 3- 4o  3+ 1o 2o 2-   20- D5* 12 0.7
131108  3- 2- 1+ 1o  0+ 0+ 0o 0o    7+      4 0.1
131109  3o 5- 5o 4+  4- 2+ 2o 1+   26+ D2  22 1.1
131110  3o 3o 2- 3-  2o 2+ 3+ 3+   21+ D3* 12 0.7
131111  4+ 4o 5- 4-  4- 4- 2+ 0+   27- D1  22 1.1
131112  1- 1- 0+ 1-  0+ 0o 0+ 0o    3o Q7   2 0.0
131113  0o 1- 1o 1-  1+ 0o 0+ 0+    4+      2 0.0
131114  0o 0o 0+ 1-  1- 1- 0+ 1-    3+ Q9   2 0.0
131115  2o 2+ 1o 1-  1+ 2+ 3- 4o   16+     10 0.5
131116  3+ 4- 3o 3o  2+ 2- 1+ 2o   20+ D4* 12 0.7
131117  2- 2o 2+ 2-  1+ 1- 1+ 1+   12+      6 0.3
131118  1o 0o 1- 1-  0o 0+ 0o 0o    3- Q8   2 0.0
131119  0o 0o 1- 1-  1- 1o 2o 1o    6o      3 0.1
131120  1o 2- 1+ 1+  2- 0o 0+ 0o    7+      4 0.1
131121  0o 0o 0o 0o  0o 0o 0+ 1-    1o Q3   1 0.0
131122  1- 0o 0o 0o  0o 0o 1o 1o    3- Q0   1 0.0
131123  1- 3- 3+ 3o  2o 1o 1o 0o   14-      8 0.4
131124  0o 0o 0o 0+  0o 0o 0o 0o    0+ Q2   0 0.0
131125  0o 0o 0o 0o  0o 0o 0o 0o    0o Q1   0 0.0
131126  0o 0o 0o 0+  0o 0+ 0+ 1-    2- Q6   1 0.0
131127  0o 0o 0o 0o  0+ 1- 0o 0o    1o Q4   1 0.0
131128  0o 0o 0o 0o  0+ 1- 0o 0+    1+ Q5   1 0.0
131129  1o 2+ 1+ 1+  1+ 2o 3+ 2-   14+      7 0.4
131130  1+ 1o 1+ 2o  2o 2o 3- 4-   16o      9 0.5
1311                                  Mean  6 0.26

1311 Q 25  24  21  27  28  26  12  18  14  22 
1311 D 11   9  10* 16*  7*
