110801  2- 3- 2+ 1o  1o 1- 1- 2-   12-      6 0.3
110802  2o 1- 1- 1-  1- 0+ 0+ 0+    6- Q6   3 0.1
110803  1- 0+ 0+ 0+  1o 1- 1- 1o    5o Q4   3 0.1
110804  0o 0+ 0+ 0+  1o 1o 0+ 3o    6+      4 0.1
110805  3o 2o 0+ 0+  0+ 3o 7- 8-   23+ D2  42 1.5
110806  6+ 5o 4- 4o  4- 3+ 1+ 3o   30+ D1  31 1.3
110807  4- 2- 2- 1-  1o 1- 2- 2o   13o      7 0.4
110808  2o 2+ 1+ 2+  2+ 1o 1o 2o   14+      7 0.3
110809  3- 3- 3o 2-  1- 1- 2- 1+   14+      8 0.4
110810  2- 2- 3- 2-  1o 1o 1o 1o   12-      6 0.3
110811  1- 1o 1+ 1-  1- 0+ 2- 2-    8o Q0   4 0.1
110812  1- 2- 1- 1+  1- 1+ 1+ 0o    8- Q9   4 0.1
110813  1- 1+ 1- 0+  1- 0+ 1- 2o    7- Q8   4 0.1
110814  2+ 2o 2- 1+  1+ 3- 2+ 3+   17o D4*  9 0.5
110815  4o 2o 1+ 2-  1+ 3- 3- 3o   19- D3* 11 0.6
110816  2o 2o 2o 2+  3- 1o 1+ 1+   15-      7 0.4
110817  3o 2- 2- 1+  2- 1- 1o 1-   12-      6 0.3
110818  0+ 0+ 0o 0+  1o 1o 1- 0o    4- Q2   2 0.0
110819  0o 0o 0+ 1-  1- 0+ 0+ 1+    4- Q3   2 0.0
110820  1- 1+ 0+ 0+  2- 1o 2o 3-   10o      5 0.2
110821  1- 0+ 0+ 1-  1- 1o 1+ 1-    6- Q5   3 0.1
110822  2o 1o 2o 1-  0o 2- 3- 2+   12+      6 0.3
110823  2o 0+ 1o 2-  2o 3+ 3+ 2o   16- D5*  9 0.5
110824  3+ 2- 0+ 1+  2- 2- 0+ 2+   13-      7 0.3
110825  2- 0+ 0+ 1o  2- 1+ 2o 1-    9o      4 0.2
110826  0o 0+ 0+ 0+  0+ 1o 2o 2+    7-      4 0.1
110827  2+ 0+ 1- 1-  1+ 2- 2- 1o   10-      5 0.2
110828  2- 1+ 1o 1+  1- 1+ 2+ 2-   11+      5 0.2
110829  3- 1o 3- 3-  1+ 2o 1+ 2o   16-      8 0.4
110830  1o 1- 0+ 1+  1o 1- 1+ 0+    7- Q7   4 0.1
110831  0+ 0o 1- 0o  0+ 0+ 0o 0+    2o Q1   1 0.0
1108                                  Mean  7 0.31

1108 Q 31  18  19   3  21   2  30  13  12  11 
1108 D  6   5  15* 14* 23*
