041001  0o 1- 1- 1-  0+ 1- 2- 1+    6o Q6   3 0.1
041002  2- 3- 3- 3+  3+ 2o 2o 2o   20-     11 0.6
041003  1o 1o 2o 3-  4- 3- 2+ 4o   19+     12 0.7
041004  4- 3+ 2o 2+  2o 2- 3o 2+   20+ D5* 12 0.7
041005  2o 2- 1+ 0o  0o 0+ 1- 2-    8-      4 0.1
041006  1o 2- 1+ 1o  0o 0o 0+ 0+    6- Q7   3 0.1
041007  1- 1o 0+ 0+  0+ 0o 0o 0+    3o Q3   2 0.0
041008  0o 1o 2- 1o  2o 2+ 1o 2o   11o      5 0.2
041009  3+ 1+ 1- 1-  1o 1- 1- 1o    9+      5 0.2
041010  3o 3+ 1o 2-  2o 1- 1+ 2o   15o      8 0.4
041011  2+ 4- 2+ 1+  2+ 2+ 2- 3+   19+     11 0.6
041012  3o 3- 2+ 2+  1- 1- 1- 3+   16-      9 0.5
041013  4+ 5o 5o 3+  5o 4o 4o 3+   34o D1  33 1.3
041014  3+ 4- 4- 4o  4+ 4o 4- 2+   29o D2  22 1.1
041015  2+ 3o 1+ 2o  2- 2o 2+ 2o   17-      8 0.4
041016  3- 2- 1o 1-  1- 0o 0o 1-    7+      4 0.1
041017  0o 0+ 1- 0+  0+ 0+ 0o 0+    2+ Q1   2 0.0
041018  0o 0o 0o 0+  1- 1+ 2+ 1+    6o Q0   3 0.1
041019  0+ 1- 0+ 0+  1+ 2- 1- 2-    7o Q9   4 0.1
041020  2- 3o 3- 1+  3+ 4- 1o 3o   20-     12 0.7
041021  3o 3+ 3- 2-  1- 0+ 1+ 1+   14+      8 0.4
041022  3- 2o 1o 1+  1o 2- 2- 1-   12o      6 0.3
041023  0o 0o 0o 1-  0+ 1- 1- 2-    4o Q5   2 0.0
041024  2- 1- 0+ 1o  2- 3- 4- 2+   14o      8 0.4
041025  3- 3+ 3+ 3+  2+ 2+ 1+ 2-   20+     12 0.7
041026  1o 1- 0o 0+  0+ 0o 0o 0o    2+ Q2   1 0.0
041027  0o 0o 0+ 0+  2- 2- 1o 1+    6+ Q8   3 0.1
041028  1+ 1- 0o 0+  0o 0+ 1- 1o    4+ Q4   2 0.0
041029  0o 0o 1- 2-  3o 2o 3o 2-   12o      6 0.3
041030  4o 4- 3- 3o  2+ 3o 2+ 4o   25o D3* 17 0.9
041031  3- 2o 1+ 3-  3- 3+ 3o 3o   21- D4* 12 0.7
0410                                  Mean  8 0.38

0410 Q 17  26   7  28  23   1   6  27  19  18 
0410 D 13  14  30* 31*  4*
